"GEOID","NAME","variable","value"
"17077","Jackson County, Illinois","P002001",59612
"17079","Jasper County, Illinois","P002001",10117
"17081","Jefferson County, Illinois","P002001",40045
"17083","Jersey County, Illinois","P002001",21668
"17085","Jo Daviess County, Illinois","P002001",22289
"17087","Johnson County, Illinois","P002001",12878
"17089","Kane County, Illinois","P002001",404119
"17091","Kankakee County, Illinois","P002001",103833
"17093","Kendall County, Illinois","P002001",54544
"17095","Knox County, Illinois","P002001",55836
"17097","Lake County, Illinois","P002001",644356
"17099","La Salle County, Illinois","P002001",111509
"17101","Lawrence County, Illinois","P002001",15452
"17103","Lee County, Illinois","P002001",36062
"17105","Livingston County, Illinois","P002001",39678
"17107","Logan County, Illinois","P002001",31183
"17109","McDonough County, Illinois","P002001",32913
"17111","McHenry County, Illinois","P002001",260077
"17113","McLean County, Illinois","P002001",150433
"17115","Macon County, Illinois","P002001",114706
"17117","Macoupin County, Illinois","P002001",49019
"17119","Madison County, Illinois","P002001",258941
"17121","Marion County, Illinois","P002001",41691
"17123","Marshall County, Illinois","P002001",13180
"17125","Mason County, Illinois","P002001",16038
"17127","Massac County, Illinois","P002001",15161
"17129","Menard County, Illinois","P002001",12486
"17131","Mercer County, Illinois","P002001",16957
"17133","Monroe County, Illinois","P002001",27619
"17135","Montgomery County, Illinois","P002001",30652
"17137","Morgan County, Illinois","P002001",36616
"17139","Moultrie County, Illinois","P002001",14287
"17141","Ogle County, Illinois","P002001",51032
"17143","Peoria County, Illinois","P002001",183433
"17145","Perry County, Illinois","P002001",23094
"17147","Piatt County, Illinois","P002001",16365
"17149","Pike County, Illinois","P002001",17384
"17151","Pope County, Illinois","P002001",4413
"17153","Pulaski County, Illinois","P002001",7348
"17155","Putnam County, Illinois","P002001",6086
"17157","Randolph County, Illinois","P002001",33893
"17159","Richland County, Illinois","P002001",16149
"17161","Rock Island County, Illinois","P002001",149374
"17163","St. Clair County, Illinois","P002001",256082
"17165","Saline County, Illinois","P002001",26733
"17167","Sangamon County, Illinois","P002001",188951
"17169","Schuyler County, Illinois","P002001",7189
"17171","Scott County, Illinois","P002001",5537
"17173","Shelby County, Illinois","P002001",22893
"17175","Stark County, Illinois","P002001",6332
"17177","Stephenson County, Illinois","P002001",48979
"17179","Tazewell County, Illinois","P002001",128485
"17181","Union County, Illinois","P002001",18293
"17183","Vermilion County, Illinois","P002001",83919
"17185","Wabash County, Illinois","P002001",12937
"17187","Warren County, Illinois","P002001",18735
"17189","Washington County, Illinois","P002001",15148
"17191","Wayne County, Illinois","P002001",17151
"17193","White County, Illinois","P002001",15371
"17195","Whiteside County, Illinois","P002001",60653
"17197","Will County, Illinois","P002001",502266
"17199","Williamson County, Illinois","P002001",61296
"17201","Winnebago County, Illinois","P002001",278418
"17203","Woodford County, Illinois","P002001",35469
"18001","Adams County, Indiana","P002001",33625
"18003","Allen County, Indiana","P002001",331849
"18005","Bartholomew County, Indiana","P002001",71435
"18007","Benton County, Indiana","P002001",9421
"18009","Blackford County, Indiana","P002001",14048
"18011","Boone County, Indiana","P002001",46107
"18013","Brown County, Indiana","P002001",14957
"18015","Carroll County, Indiana","P002001",20165
"18017","Cass County, Indiana","P002001",40930
"18019","Clark County, Indiana","P002001",96472
"18021","Clay County, Indiana","P002001",26556
"18023","Clinton County, Indiana","P002001",33866
"18025","Crawford County, Indiana","P002001",10743
"18027","Daviess County, Indiana","P002001",29820
"18029","Dearborn County, Indiana","P002001",46109
"18031","Decatur County, Indiana","P002001",24555
"18033","DeKalb County, Indiana","P002001",40285
"18035","Delaware County, Indiana","P002001",118769
"18037","Dubois County, Indiana","P002001",39674
"18039","Elkhart County, Indiana","P002001",182791
"18041","Fayette County, Indiana","P002001",25588
"18043","Floyd County, Indiana","P002001",70823
"18045","Fountain County, Indiana","P002001",17954
"18047","Franklin County, Indiana","P002001",22151
"18049","Fulton County, Indiana","P002001",20511
"18051","Gibson County, Indiana","P002001",32500
"18053","Grant County, Indiana","P002001",73403
"18055","Greene County, Indiana","P002001",33157
"18057","Hamilton County, Indiana","P002001",182740
"18059","Hancock County, Indiana","P002001",55391
"18061","Harrison County, Indiana","P002001",34325
"18063","Hendricks County, Indiana","P002001",104093
"18065","Henry County, Indiana","P002001",48508
"18067","Howard County, Indiana","P002001",84964
"18069","Huntington County, Indiana","P002001",38075
"18071","Jackson County, Indiana","P002001",41335
"18073","Jasper County, Indiana","P002001",30043
"18075","Jay County, Indiana","P002001",21806
"18077","Jefferson County, Indiana","P002001",31705
"18079","Jennings County, Indiana","P002001",27554
"18081","Johnson County, Indiana","P002001",115209
"18083","Knox County, Indiana","P002001",39256
"18085","Kosciusko County, Indiana","P002001",74057
"18087","LaGrange County, Indiana","P002001",34909
"18089","Lake County, Indiana","P002001",484564
"18091","LaPorte County, Indiana","P002001",110106
"18093","Lawrence County, Indiana","P002001",45922
"18095","Madison County, Indiana","P002001",133358
"18097","Marion County, Indiana","P002001",860454
"18099","Marshall County, Indiana","P002001",45128
"18101","Martin County, Indiana","P002001",10369
"18103","Miami County, Indiana","P002001",36082
"18105","Monroe County, Indiana","P002001",120563
"18107","Montgomery County, Indiana","P002001",37629
"18109","Morgan County, Indiana","P002001",66689
"18111","Newton County, Indiana","P002001",14566
"18113","Noble County, Indiana","P002001",46275
"18115","Ohio County, Indiana","P002001",5623
"18117","Orange County, Indiana","P002001",19306
"18119","Owen County, Indiana","P002001",21786
"18121","Parke County, Indiana","P002001",17241
"18123","Perry County, Indiana","P002001",18899
"18125","Pike County, Indiana","P002001",12837
"18127","Porter County, Indiana","P002001",146798
"18129","Posey County, Indiana","P002001",27061
"18131","Pulaski County, Indiana","P002001",13755
"18133","Putnam County, Indiana","P002001",36019
"18135","Randolph County, Indiana","P002001",27401
"18137","Ripley County, Indiana","P002001",26523
"18139","Rush County, Indiana","P002001",18261
"18141","St. Joseph County, Indiana","P002001",265559
"18143","Scott County, Indiana","P002001",22960
"18145","Shelby County, Indiana","P002001",43445
"18147","Spencer County, Indiana","P002001",20391
"18149","Starke County, Indiana","P002001",23556
"18151","Steuben County, Indiana","P002001",33214
"18153","Sullivan County, Indiana","P002001",21751
"18155","Switzerland County, Indiana","P002001",9065
"18157","Tippecanoe County, Indiana","P002001",148955
"18159","Tipton County, Indiana","P002001",16577
"18161","Union County, Indiana","P002001",7349
"18163","Vanderburgh County, Indiana","P002001",171922
"18165","Vermillion County, Indiana","P002001",16788
"18167","Vigo County, Indiana","P002001",105848
"18169","Wabash County, Indiana","P002001",34960
"18171","Warren County, Indiana","P002001",8419
"18173","Warrick County, Indiana","P002001",52383
"18175","Washington County, Indiana","P002001",27223
"18177","Wayne County, Indiana","P002001",71097
"18179","Wells County, Indiana","P002001",27600
"18181","White County, Indiana","P002001",25267
"18183","Whitley County, Indiana","P002001",30707
"19001","Adair County, Iowa","P002001",8243
"19003","Adams County, Iowa","P002001",4482
"19005","Allamakee County, Iowa","P002001",14675
"19007","Appanoose County, Iowa","P002001",13721
"19009","Audubon County, Iowa","P002001",6830
"19011","Benton County, Iowa","P002001",25308
"19013","Black Hawk County, Iowa","P002001",128012
"19015","Boone County, Iowa","P002001",26224
"19017","Bremer County, Iowa","P002001",23325
"19019","Buchanan County, Iowa","P002001",21093
"19021","Buena Vista County, Iowa","P002001",20411
"19023","Butler County, Iowa","P002001",15305
"19025","Calhoun County, Iowa","P002001",11115
"19027","Carroll County, Iowa","P002001",21421
"19029","Cass County, Iowa","P002001",14684
"19031","Cedar County, Iowa","P002001",18187
"19033","Cerro Gordo County, Iowa","P002001",46447
"19035","Cherokee County, Iowa","P002001",13035
"19037","Chickasaw County, Iowa","P002001",13095
"19039","Clarke County, Iowa","P002001",9133
"19041","Clay County, Iowa","P002001",17372
"19043","Clayton County, Iowa","P002001",18678
"19045","Clinton County, Iowa","P002001",50149
"19047","Crawford County, Iowa","P002001",16942
"19049","Dallas County, Iowa","P002001",40750
"19051","Davis County, Iowa","P002001",8541
"19053","Decatur County, Iowa","P002001",8689
"19055","Delaware County, Iowa","P002001",18404
"19057","Des Moines County, Iowa","P002001",42351
"19059","Dickinson County, Iowa","P002001",16424
"19061","Dubuque County, Iowa","P002001",89143
"19063","Emmet County, Iowa","P002001",11027
"19065","Fayette County, Iowa","P002001",22008
"19067","Floyd County, Iowa","P002001",16900
"19069","Franklin County, Iowa","P002001",10704
"19071","Fremont County, Iowa","P002001",8010
"19073","Greene County, Iowa","P002001",10366
"19075","Grundy County, Iowa","P002001",12369
"19077","Guthrie County, Iowa","P002001",11353
"19079","Hamilton County, Iowa","P002001",16438
"19081","Hancock County, Iowa","P002001",12100
"19083","Hardin County, Iowa","P002001",18812
"19085","Harrison County, Iowa","P002001",15666
"19087","Henry County, Iowa","P002001",20336
"19089","Howard County, Iowa","P002001",9932
"19091","Humboldt County, Iowa","P002001",10381
"19093","Ida County, Iowa","P002001",7837
"19095","Iowa County, Iowa","P002001",15671
"19097","Jackson County, Iowa","P002001",20296
"19099","Jasper County, Iowa","P002001",37213
"19101","Jefferson County, Iowa","P002001",16181
"19103","Johnson County, Iowa","P002001",111006
"19105","Jones County, Iowa","P002001",20221
"19107","Keokuk County, Iowa","P002001",11400
"19109","Kossuth County, Iowa","P002001",17163
"19111","Lee County, Iowa","P002001",38052
"19113","Linn County, Iowa","P002001",191701
"19115","Louisa County, Iowa","P002001",12183
"19117","Lucas County, Iowa","P002001",9422
"19119","Lyon County, Iowa","P002001",11763
"19121","Madison County, Iowa","P002001",14019
"19123","Mahaska County, Iowa","P002001",22335
"19125","Marion County, Iowa","P002001",32052
"19127","Marshall County, Iowa","P002001",39311
"19129","Mills County, Iowa","P002001",14547
"19131","Mitchell County, Iowa","P002001",10874
"19133","Monona County, Iowa","P002001",10020
"19135","Monroe County, Iowa","P002001",8016
"19137","Montgomery County, Iowa","P002001",11771
"19139","Muscatine County, Iowa","P002001",41722
"19141","O'Brien County, Iowa","P002001",15102
"19143","Osceola County, Iowa","P002001",7003
"19145","Page County, Iowa","P002001",16976
"19147","Palo Alto County, Iowa","P002001",10147
"19149","Plymouth County, Iowa","P002001",24849
"19151","Pocahontas County, Iowa","P002001",8662
"19153","Polk County, Iowa","P002001",374601
"19155","Pottawattamie County, Iowa","P002001",87704
"19157","Poweshiek County, Iowa","P002001",18815
"19159","Ringgold County, Iowa","P002001",5469
"19161","Sac County, Iowa","P002001",11529
"19163","Scott County, Iowa","P002001",158668
"19165","Shelby County, Iowa","P002001",13173
"19167","Sioux County, Iowa","P002001",31589
"19169","Story County, Iowa","P002001",79981
"19171","Tama County, Iowa","P002001",18103
"19173","Taylor County, Iowa","P002001",6958
"19175","Union County, Iowa","P002001",12309
"19177","Van Buren County, Iowa","P002001",7809
"19179","Wapello County, Iowa","P002001",36051
"19181","Warren County, Iowa","P002001",40671
"19183","Washington County, Iowa","P002001",20670
"19185","Wayne County, Iowa","P002001",6730
"19187","Webster County, Iowa","P002001",40235
"19189","Winnebago County, Iowa","P002001",11723
"19191","Winneshiek County, Iowa","P002001",21310
"19193","Woodbury County, Iowa","P002001",103877
"19195","Worth County, Iowa","P002001",7909
"19197","Wright County, Iowa","P002001",14334
"20001","Allen County, Kansas","P002001",14385
"20003","Anderson County, Kansas","P002001",8110
"20005","Atchison County, Kansas","P002001",16774
"20007","Barber County, Kansas","P002001",5307
"20009","Barton County, Kansas","P002001",28205
"20011","Bourbon County, Kansas","P002001",15379
"20013","Brown County, Kansas","P002001",10724
"20015","Butler County, Kansas","P002001",59482
"20017","Chase County, Kansas","P002001",3030
"20019","Chautauqua County, Kansas","P002001",4359
"20021","Cherokee County, Kansas","P002001",22605
"20023","Cheyenne County, Kansas","P002001",3165
"20025","Clark County, Kansas","P002001",2390
"20027","Clay County, Kansas","P002001",8822
"20029","Cloud County, Kansas","P002001",10268
"20031","Coffey County, Kansas","P002001",8865
"20033","Comanche County, Kansas","P002001",1967
"20035","Cowley County, Kansas","P002001",36291
"20037","Crawford County, Kansas","P002001",38242
"20039","Decatur County, Kansas","P002001",3472
"20041","Dickinson County, Kansas","P002001",19344
"20043","Doniphan County, Kansas","P002001",8249
"20045","Douglas County, Kansas","P002001",99962
"20047","Edwards County, Kansas","P002001",3449
"20049","Elk County, Kansas","P002001",3261
"20051","Ellis County, Kansas","P002001",27507
"20053","Ellsworth County, Kansas","P002001",6525
"20055","Finney County, Kansas","P002001",40523
"20057","Ford County, Kansas","P002001",32458
"20059","Franklin County, Kansas","P002001",24784
"20061","Geary County, Kansas","P002001",27947
"20063","Gove County, Kansas","P002001",3068
"20065","Graham County, Kansas","P002001",2946
"20067","Grant County, Kansas","P002001",7909
"20069","Gray County, Kansas","P002001",5904
"20071","Greeley County, Kansas","P002001",1534
"20073","Greenwood County, Kansas","P002001",7673
"20075","Hamilton County, Kansas","P002001",2670
"20077","Harper County, Kansas","P002001",6536
"20079","Harvey County, Kansas","P002001",32869
"20081","Haskell County, Kansas","P002001",4307
"20083","Hodgeman County, Kansas","P002001",2085
"20085","Jackson County, Kansas","P002001",12657
"20087","Jefferson County, Kansas","P002001",18426
"20089","Jewell County, Kansas","P002001",3791
"20091","Johnson County, Kansas","P002001",451086
"20093","Kearny County, Kansas","P002001",4531
"20095","Kingman County, Kansas","P002001",8673
"20097","Kiowa County, Kansas","P002001",3278
"20099","Labette County, Kansas","P002001",22835
"20101","Lane County, Kansas","P002001",2155
"20103","Leavenworth County, Kansas","P002001",68691
"20105","Lincoln County, Kansas","P002001",3578
"20107","Linn County, Kansas","P002001",9570
"20109","Logan County, Kansas","P002001",3046
"20111","Lyon County, Kansas","P002001",35935
"20113","McPherson County, Kansas","P002001",29554
"20115","Marion County, Kansas","P002001",13361
"20117","Marshall County, Kansas","P002001",10965
"20119","Meade County, Kansas","P002001",4631
"20121","Miami County, Kansas","P002001",28351
"20123","Mitchell County, Kansas","P002001",6932
"20125","Montgomery County, Kansas","P002001",36252
"20127","Morris County, Kansas","P002001",6104
"20129","Morton County, Kansas","P002001",3496
"20131","Nemaha County, Kansas","P002001",10717
"20133","Neosho County, Kansas","P002001",16997
"20135","Ness County, Kansas","P002001",3454
"20137","Norton County, Kansas","P002001",5953
"20139","Osage County, Kansas","P002001",16712
"20141","Osborne County, Kansas","P002001",4452
"20143","Ottawa County, Kansas","P002001",6163
"20145","Pawnee County, Kansas","P002001",7233
"20147","Phillips County, Kansas","P002001",6001
"20149","Pottawatomie County, Kansas","P002001",18209
"20151","Pratt County, Kansas","P002001",9647
"20153","Rawlins County, Kansas","P002001",2966
"20155","Reno County, Kansas","P002001",64790
"20157","Republic County, Kansas","P002001",5835
"20159","Rice County, Kansas","P002001",10761
"20161","Riley County, Kansas","P002001",62843
"20163","Rooks County, Kansas","P002001",5685
"20165","Rush County, Kansas","P002001",3551
"20167","Russell County, Kansas","P002001",7370
"20169","Saline County, Kansas","P002001",53597
"20171","Scott County, Kansas","P002001",5120
"20173","Sedgwick County, Kansas","P002001",452869
"20175","Seward County, Kansas","P002001",22510
"20177","Shawnee County, Kansas","P002001",169871
"20179","Sheridan County, Kansas","P002001",2813
"20181","Sherman County, Kansas","P002001",6760
"20183","Smith County, Kansas","P002001",4536
"20185","Stafford County, Kansas","P002001",4789
"20187","Stanton County, Kansas","P002001",2406
"20189","Stevens County, Kansas","P002001",5463
"20191","Sumner County, Kansas","P002001",25946
"20193","Thomas County, Kansas","P002001",8180
"20195","Trego County, Kansas","P002001",3319
"20197","Wabaunsee County, Kansas","P002001",6885
"20199","Wallace County, Kansas","P002001",1749
"20201","Washington County, Kansas","P002001",6483
"20203","Wichita County, Kansas","P002001",2531
"20205","Wilson County, Kansas","P002001",10332
"20207","Woodson County, Kansas","P002001",3788
"20209","Wyandotte County, Kansas","P002001",157882
"21001","Adair County, Kentucky","P002001",17244
"21003","Allen County, Kentucky","P002001",17800
"21005","Anderson County, Kentucky","P002001",19111
"21007","Ballard County, Kentucky","P002001",8286
"21009","Barren County, Kentucky","P002001",38033
"21011","Bath County, Kentucky","P002001",11085
"21013","Bell County, Kentucky","P002001",30060
"21015","Boone County, Kentucky","P002001",85991
"21017","Bourbon County, Kentucky","P002001",19360
"21019","Boyd County, Kentucky","P002001",49752
"21021","Boyle County, Kentucky","P002001",27697
"21023","Bracken County, Kentucky","P002001",8279
"21025","Breathitt County, Kentucky","P002001",16100
"21027","Breckinridge County, Kentucky","P002001",18648
"21029","Bullitt County, Kentucky","P002001",61236
"21031","Butler County, Kentucky","P002001",13010
"21033","Caldwell County, Kentucky","P002001",13060
"21035","Calloway County, Kentucky","P002001",34177
"21037","Campbell County, Kentucky","P002001",88616
"21039","Carlisle County, Kentucky","P002001",5351
"21041","Carroll County, Kentucky","P002001",10155
"21043","Carter County, Kentucky","P002001",26889
"21045","Casey County, Kentucky","P002001",15447
"21047","Christian County, Kentucky","P002001",72265
"21049","Clark County, Kentucky","P002001",33144
"21051","Clay County, Kentucky","P002001",24556
"21053","Clinton County, Kentucky","P002001",9634
"21055","Crittenden County, Kentucky","P002001",9384
"21057","Cumberland County, Kentucky","P002001",7147
"21059","Daviess County, Kentucky","P002001",91545
"21061","Edmonson County, Kentucky","P002001",11644
"21063","Elliott County, Kentucky","P002001",6748
"21065","Estill County, Kentucky","P002001",15307
"21067","Fayette County, Kentucky","P002001",260512
"21069","Fleming County, Kentucky","P002001",13792
"21071","Floyd County, Kentucky","P002001",42441
"21073","Franklin County, Kentucky","P002001",47687
"21075","Fulton County, Kentucky","P002001",7752
"21077","Gallatin County, Kentucky","P002001",7870
"21079","Garrard County, Kentucky","P002001",14792
"21081","Grant County, Kentucky","P002001",22384
"21083","Graves County, Kentucky","P002001",37028
"21085","Grayson County, Kentucky","P002001",24053
"21087","Green County, Kentucky","P002001",11518
"21089","Greenup County, Kentucky","P002001",36891
"21091","Hancock County, Kentucky","P002001",8392
"21093","Hardin County, Kentucky","P002001",94174
"21095","Harlan County, Kentucky","P002001",33202
"21097","Harrison County, Kentucky","P002001",17983
"21099","Hart County, Kentucky","P002001",17445
"21101","Henderson County, Kentucky","P002001",44829
"21103","Henry County, Kentucky","P002001",15060
"21105","Hickman County, Kentucky","P002001",5262
"21107","Hopkins County, Kentucky","P002001",46519
"21109","Jackson County, Kentucky","P002001",13495
"21111","Jefferson County, Kentucky","P002001",693604
"21113","Jessamine County, Kentucky","P002001",39041
"21115","Johnson County, Kentucky","P002001",23445
"21117","Kenton County, Kentucky","P002001",151464
"21119","Knott County, Kentucky","P002001",17649
"21121","Knox County, Kentucky","P002001",31795
"21123","Larue County, Kentucky","P002001",13373
"21125","Laurel County, Kentucky","P002001",52715
"21127","Lawrence County, Kentucky","P002001",15569
"21129","Lee County, Kentucky","P002001",7916
"21131","Leslie County, Kentucky","P002001",12401
"21133","Letcher County, Kentucky","P002001",25277
"21135","Lewis County, Kentucky","P002001",14092
"21137","Lincoln County, Kentucky","P002001",23361
"21139","Livingston County, Kentucky","P002001",9804
"21141","Logan County, Kentucky","P002001",26573
"21143","Lyon County, Kentucky","P002001",8080
"21145","McCracken County, Kentucky","P002001",65514
"21147","McCreary County, Kentucky","P002001",17080
"21149","McLean County, Kentucky","P002001",9938
"21151","Madison County, Kentucky","P002001",70872
"21153","Magoffin County, Kentucky","P002001",13332
"21155","Marion County, Kentucky","P002001",18212
"21157","Marshall County, Kentucky","P002001",30125
"21159","Martin County, Kentucky","P002001",12578
"21161","Mason County, Kentucky","P002001",16800
"21163","Meade County, Kentucky","P002001",26349
"21165","Menifee County, Kentucky","P002001",6556
"21167","Mercer County, Kentucky","P002001",20817
"21169","Metcalfe County, Kentucky","P002001",10037
"21171","Monroe County, Kentucky","P002001",11756
"21173","Montgomery County, Kentucky","P002001",22554
"21175","Morgan County, Kentucky","P002001",13948
"21177","Muhlenberg County, Kentucky","P002001",31839
"21179","Nelson County, Kentucky","P002001",37477
"21181","Nicholas County, Kentucky","P002001",6813
"21183","Ohio County, Kentucky","P002001",22916
"21185","Oldham County, Kentucky","P002001",46178
"21187","Owen County, Kentucky","P002001",10547
"21189","Owsley County, Kentucky","P002001",4858
"21191","Pendleton County, Kentucky","P002001",14390
"21193","Perry County, Kentucky","P002001",29390
"21195","Pike County, Kentucky","P002001",68736
"21197","Powell County, Kentucky","P002001",13237
"21199","Pulaski County, Kentucky","P002001",56217
"21201","Robertson County, Kentucky","P002001",2266
"21203","Rockcastle County, Kentucky","P002001",16582
"21205","Rowan County, Kentucky","P002001",22094
"21207","Russell County, Kentucky","P002001",16315
"21209","Scott County, Kentucky","P002001",33061
"21211","Shelby County, Kentucky","P002001",33337
"21213","Simpson County, Kentucky","P002001",16405
"21215","Spencer County, Kentucky","P002001",11766
"21217","Taylor County, Kentucky","P002001",22927
"21219","Todd County, Kentucky","P002001",11971
"21221","Trigg County, Kentucky","P002001",12597
"21223","Trimble County, Kentucky","P002001",8125
"21225","Union County, Kentucky","P002001",15637
"21227","Warren County, Kentucky","P002001",92522
"21229","Washington County, Kentucky","P002001",10916
"21231","Wayne County, Kentucky","P002001",19923
"21233","Webster County, Kentucky","P002001",14120
"21235","Whitley County, Kentucky","P002001",35865
"21237","Wolfe County, Kentucky","P002001",7065
"21239","Woodford County, Kentucky","P002001",23208
"22001","Acadia Parish, Louisiana","P002001",58861
"22003","Allen Parish, Louisiana","P002001",25440
"22005","Ascension Parish, Louisiana","P002001",76627
"22007","Assumption Parish, Louisiana","P002001",23388
"22009","Avoyelles Parish, Louisiana","P002001",41481
"22011","Beauregard Parish, Louisiana","P002001",32986
"22013","Bienville Parish, Louisiana","P002001",15752
"22015","Bossier Parish, Louisiana","P002001",98310
"22017","Caddo Parish, Louisiana","P002001",252161
"22019","Calcasieu Parish, Louisiana","P002001",183577
"22021","Caldwell Parish, Louisiana","P002001",10560
"22023","Cameron Parish, Louisiana","P002001",9991
"22025","Catahoula Parish, Louisiana","P002001",10920
"22027","Claiborne Parish, Louisiana","P002001",16851
"22029","Concordia Parish, Louisiana","P002001",20247
"22031","De Soto Parish, Louisiana","P002001",25494
"22033","East Baton Rouge Parish, Louisiana","P002001",412852
"22035","East Carroll Parish, Louisiana","P002001",9421
"22037","East Feliciana Parish, Louisiana","P002001",21360
"22039","Evangeline Parish, Louisiana","P002001",35434
"22041","Franklin Parish, Louisiana","P002001",21263
"22043","Grant Parish, Louisiana","P002001",18698
"22045","Iberia Parish, Louisiana","P002001",73266
"22047","Iberville Parish, Louisiana","P002001",33320
"22049","Jackson Parish, Louisiana","P002001",15397
"22051","Jefferson Parish, Louisiana","P002001",455466
"22053","Jefferson Davis Parish, Louisiana","P002001",31435
"22055","Lafayette Parish, Louisiana","P002001",190503
"22057","Lafourche Parish, Louisiana","P002001",89974
"22059","La Salle Parish, Louisiana","P002001",14282
"22061","Lincoln Parish, Louisiana","P002001",42509
"22063","Livingston Parish, Louisiana","P002001",91814
"22065","Madison Parish, Louisiana","P002001",13728
"22067","Morehouse Parish, Louisiana","P002001",31021
"22069","Natchitoches Parish, Louisiana","P002001",39080
"22071","Orleans Parish, Louisiana","P002001",484674
"22073","Ouachita Parish, Louisiana","P002001",147250
"22075","Plaquemines Parish, Louisiana","P002001",26757
"22077","Pointe Coupee Parish, Louisiana","P002001",22763
"22079","Rapides Parish, Louisiana","P002001",126337
"22081","Red River Parish, Louisiana","P002001",9622
"22083","Richland Parish, Louisiana","P002001",20981
"22085","Sabine Parish, Louisiana","P002001",23459
"22087","St. Bernard Parish, Louisiana","P002001",67229
"22089","St. Charles Parish, Louisiana","P002001",48072
"22091","St. Helena Parish, Louisiana","P002001",10525
"22093","St. James Parish, Louisiana","P002001",21216
"22095","St. John the Baptist Parish, Louisiana","P002001",43044
"22097","St. Landry Parish, Louisiana","P002001",87700
"22099","St. Martin Parish, Louisiana","P002001",48583
"22101","St. Mary Parish, Louisiana","P002001",53500
"22103","St. Tammany Parish, Louisiana","P002001",191268
"22105","Tangipahoa Parish, Louisiana","P002001",100588
"22107","Tensas Parish, Louisiana","P002001",6618
"22109","Terrebonne Parish, Louisiana","P002001",104503
"22111","Union Parish, Louisiana","P002001",22803
"22113","Vermilion Parish, Louisiana","P002001",53807
"22115","Vernon Parish, Louisiana","P002001",52531
"22117","Washington Parish, Louisiana","P002001",43926
"22119","Webster Parish, Louisiana","P002001",41831
"22121","West Baton Rouge Parish, Louisiana","P002001",21601
"22123","West Carroll Parish, Louisiana","P002001",12314
"22125","West Feliciana Parish, Louisiana","P002001",15111
"22127","Winn Parish, Louisiana","P002001",16894
"23001","Androscoggin County, Maine","P002001",103793
"23003","Aroostook County, Maine","P002001",73938
"23005","Cumberland County, Maine","P002001",265612
"23007","Franklin County, Maine","P002001",29467
"23009","Hancock County, Maine","P002001",51791
"23011","Kennebec County, Maine","P002001",117114
"23013","Knox County, Maine","P002001",39618
"23015","Lincoln County, Maine","P002001",33616
"23017","Oxford County, Maine","P002001",54755
"23019","Penobscot County, Maine","P002001",144919
"23021","Piscataquis County, Maine","P002001",17235
"23023","Sagadahoc County, Maine","P002001",35214
"23025","Somerset County, Maine","P002001",50888
"23027","Waldo County, Maine","P002001",36280
"23029","Washington County, Maine","P002001",33941
"23031","York County, Maine","P002001",186742
"24001","Allegany County, Maryland","P002001",74930
"24003","Anne Arundel County, Maryland","P002001",489656
"24005","Baltimore County, Maryland","P002001",754292
"24009","Calvert County, Maryland","P002001",74563
"24011","Caroline County, Maryland","P002001",29772
"24013","Carroll County, Maryland","P002001",150897
"24015","Cecil County, Maryland","P002001",85951
"24017","Charles County, Maryland","P002001",120546
"24019","Dorchester County, Maryland","P002001",30674
"24021","Frederick County, Maryland","P002001",195277
"24023","Garrett County, Maryland","P002001",29846
"24025","Harford County, Maryland","P002001",218590
"24027","Howard County, Maryland","P002001",247842
"24029","Kent County, Maryland","P002001",19197
"24031","Montgomery County, Maryland","P002001",873341
"24033","Prince George's County, Maryland","P002001",801515
"24035","Queen Anne's County, Maryland","P002001",40563
"24037","St. Mary's County, Maryland","P002001",86211
"24039","Somerset County, Maryland","P002001",24747
"24041","Talbot County, Maryland","P002001",33812
"24043","Washington County, Maryland","P002001",131923
"24045","Wicomico County, Maryland","P002001",84644
"24047","Worcester County, Maryland","P002001",46543
"24510","Baltimore city, Maryland","P002001",651154
"25001","Barnstable County, Massachusetts","P002001",222230
"25003","Berkshire County, Massachusetts","P002001",134953
"25005","Bristol County, Massachusetts","P002001",534678
"25007","Dukes County, Massachusetts","P002001",14987
"25009","Essex County, Massachusetts","P002001",723419
"25011","Franklin County, Massachusetts","P002001",71535
"25013","Hampden County, Massachusetts","P002001",456228
"25015","Hampshire County, Massachusetts","P002001",152251
"25017","Middlesex County, Massachusetts","P002001",1465396
"25019","Nantucket County, Massachusetts","P002001",9520
"25021","Norfolk County, Massachusetts","P002001",650308
"25023","Plymouth County, Massachusetts","P002001",472822
"25025","Suffolk County, Massachusetts","P002001",689807
"25027","Worcester County, Massachusetts","P002001",750963
"26001","Alcona County, Michigan","P002001",11719
"26003","Alger County, Michigan","P002001",9862
"26005","Allegan County, Michigan","P002001",105665
"26007","Alpena County, Michigan","P002001",31314
"26009","Antrim County, Michigan","P002001",23110
"26011","Arenac County, Michigan","P002001",17269
"26013","Baraga County, Michigan","P002001",8746
"26015","Barry County, Michigan","P002001",56755
"26017","Bay County, Michigan","P002001",110157
"26019","Benzie County, Michigan","P002001",15998
"26021","Berrien County, Michigan","P002001",162453
"26023","Branch County, Michigan","P002001",45787
"26025","Calhoun County, Michigan","P002001",137985
"26027","Cass County, Michigan","P002001",51104
"26029","Charlevoix County, Michigan","P002001",26090
"26031","Cheboygan County, Michigan","P002001",26448
"26033","Chippewa County, Michigan","P002001",38543
"26035","Clare County, Michigan","P002001",31252
"26037","Clinton County, Michigan","P002001",64753
"26039","Crawford County, Michigan","P002001",14273
